sequence,item_name,item_type,major_category,archetype,slot_family,allowed_class,flavor_text,base_level,drop_min_level,drop_max_level_raw,drop_max_level_capped,prompt_item_description
132,Garrison Tassets,Lower Armor,armor,heavy,lower_armor,warrior,"Ties sit higher, and the stride feels longer.",24,14,34,34,"garrison tassets and fauld set (pair); waist-down lower armor, include hip fauld/pelvis plate and both left and right thigh tassets with knee cups; show both legs together as a matched set; matte cold grey steel with controlled scuffs, grime kept to joints; restrained dark olive accent: muted leather hangers and tie wraps; garrison issue construction, no ornament; magic: none; isolated item, no glow."
133,Tower Legguards,Lower Armor,armor,heavy,lower_armor,warrior,"Stride opens up.",28,18,38,38,"tower legguards; fitted thigh and shin coverage with tidier hang points and a knee joint that bends clean; matte cold grey steel with controlled scuffs, filed edges, grime kept to hinge corners; straps sit higher and hold firm; dark leather ties; utilitarian tower issue, no ornament; magic: none; isolated item, no glow."
134,Rampart Faulds,Lower Armor,armor,heavy,lower_armor,warrior,"The thighs stay covered.",32,22,42,42,"rampart faulds; waist faulds with hanging tassets and a sturdy hip hinge, mobility gaps visible; black-tinted steel (darkened, oiled) with controlled scuffs and impact nicks, grime kept to hinge corners; straps sit high and hold firm, dark leather hangers; utilitarian issue build, no ornament; magic: none; isolated item, no glow."
135,Stoneguard Faulds,Lower Armor,armor,heavy,lower_armor,warrior,"The hips feel braced.",36,26,46,46,"stoneguard faulds; overlapping hip panels with heavy tassets and a sturdy hinge line, extra thick plate edges; stoneguard grey tint (cool slate-grey), matte oiled steel with blunt chamfers; mobility cuts kept tight, controlled scuffs, grime kept to hinge corners; dark leather hangers; no ornament; magic: none; isolated item, no glow."
136,Valenmark Tassets,Lower Armor,armor,heavy,lower_armor,warrior,"The plates track your stride instead of fighting it, and you notice how loud poor work really is.",40,30,50,50,"valenmark-forged tassets; squared plates with tidy strap loops and a cleaner hip hinge; material: high-quality tempered steel, cool grey satin polish; craftsmanship: precise hang points and aligned rivets; details: controlled edge wear, scratches kept to corners, straps seated, grime minimal; magic: none; isolated item, no glow."
137,Blackridge Greaves,Lower Armor,armor,heavy,lower_armor,warrior,"The stride stays clean.",44,34,54,54,"blackridge greaves; practical shin plates with tidy buckles and a cleaner knee joint; black-tinted steel (darkened, oiled) with matte finish, crisp bevels; restrained black accents: dark leather ties, blackened buckle hardware; controlled scuffs, grime confined to hinge corners; magic: none; isolated item, no glow."
138,Cairn Legplates,Lower Armor,armor,heavy,lower_armor,warrior,"Someone cut a name inside the hinge.",48,38,58,58,"cairn waist-down legplate set (pair); include hip fauld/pelvis plate, cuisses/thigh plates, knee cops, and shin plates for both legs, exclude boots; thick plates with deep gouges and hardened joints, heavy hinge geometry; stone-grey steel tint, matte oiled finish; restrained ornament: thin cairn-chevron engraving on hip band, knee band, and shin ridge, dark filled lines, no glow; dark leather straps, grime confined to joints; magic: none; isolated item, no glow."
139,Greyseal Strideplates,Lower Armor,armor,heavy,lower_armor,warrior,"The hang points hold their line, and the plates stop chasing your thighs.",52,42,62,62,"greyseal strideplates (waist-down set); include hip fauld/pelvis plate, cuisses/thigh plates, knee cops, and shin plates for both legs, exclude boots; neat buckles and disciplined hinge points; cool steel with matte-oiled finish, controlled scuffs, grime confined to joints; engraved seal channels filled with muted ink-blue inlay and restrained crimson accents, no glow; dark leather straps; magic: none; isolated item, no glow."
140,Ashenward Faulds,Lower Armor,armor,heavy,lower_armor,warrior,"Ash works into the hinge no matter how often you clean it, and the kit keeps moving as if it has already decided.",56,46,66,66,"ashenward faulds (waist-down set); include hip fauld/pelvis plate and both thigh plates with knee coverage, exclude boots; heavy layered panels with reinforced joints, ash-grey steel tint and matte oiled finish; soot staining and ash grit in hinge corners, controlled scuffs; restrained ornament: subtle ward-sigil etch along hip band with muted ink-blue fill and tiny restrained crimson accents, no glow; dark leather hangers; magic: none; isolated item, no glow."
141,Wardenlight Tassets,Lower Armor,armor,heavy,lower_armor,warrior,"Yellow ties sit high.",60,50,70,70,"wardenlight tassets (waist-down set); include hip fauld/pelvis plate and both thigh tassets with knee coverage for both legs, exclude boots; interlocking plates, clean rivet rows; decoration: brass edge trim and sun-yellow tie wraps; arcane: faint warm-yellow luminous trace contained only inside thin inlay grooves, no spill; controlled wear, grime confined to joints; magic restrained; isolated item, no glow outside grooves."
142,Dreadmere Greaves,Lower Armor,armor,heavy,lower_armor,warrior,"The inside of the hip plate is scratched with a shallow mark, a private tally kept where rain cannot reach.",64,54,74,74,"dreadmere greaves (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; banded plates and protected joints, hard-edged silhouette; dark steel with blackened accents, damp patina, grit in hinges; decoration: blackened rivets and small blunt studs on hip band; arcane: thin contained glow line only inside an inner band groove, no spill; controlled scuffs; isolated item, no glow outside grooves."
143,Highguard Tassets,Lower Armor,armor,heavy,lower_armor,warrior,"The hip band holds like a brace, and the legs stop wasting strength on noise.",68,58,78,78,"highguard tassets (waist-down set); include hip fauld/pelvis plate and both thigh tassets with knee coverage for both legs, exclude boots; hard-edged plates with disciplined hang points; material: tempered steel with cool satin sheen, blackened hardware and dark leather hangers; details: precise severe engraving on hip band and tasset rims; arcane: pale threadlines contained within the engraved grooves only, faint and active, no spill; controlled scuffs; isolated item."
144,Stormvale Strideplates,Lower Armor,armor,heavy,lower_armor,warrior,"The stride feels guided, and the plates keep their line when you climb.",72,62,82,82,"stormvale strideplates (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; forward angled plates and disciplined hang points; material: storm-forged tempered steel, cool bluish-grey tone with lightning-like grain; details: etched channel-lines along hip band and knee angles holding faint pale-blue filaments trapped inside grooves only, no spill; blackened hardware, dark leather straps, controlled scuffs; magic: subtle storm-aspected ward, dormant until impact; isolated item."
145,Galeiron Greaves,Lower Armor,armor,heavy,lower_armor,warrior,"The hip band holds like a brace, and the joints stop wasting strength on noise when the press gets ugly.",76,66,86,86,"galeiron greaves (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; hard-edged plates with severe angles and disciplined hang points; material: high-quality tempered steel with cool bluish-grey tone and faint wind-chased grain; details: wind-knot chevron engraving along hip band and knee angles with blackened inlay, blackened rivets, dark leather straps, controlled wear; arcane: very thin pale-blue filament lines contained inside engraved grooves only, no spill; magic: subtle gale-aspected ward, dormant until impact; isolated item."
146,Silvermark Legplates,Lower Armor,armor,heavy,lower_armor,warrior,"It looks newly made and impossibly old, as if time forgot to touch it.",80,70,90,90,"silvermark legplates (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; refined proportions with clean bevels and disciplined hang points; material: polished tempered steel with soft silver-grey sheen and precise grind lines; craftsmanship: masterful, symmetrical paneling; details: long narrow engraved channels down the thighs and along the hip band, small engraved silver sigils near the upper thigh plates; faint contained arcane glow runs within the channels only and stays trapped inside the engraving, no spill; dark leather straps, minimal blackened hardware; magic: restrained arcane enchantment bound into the sigils; isolated item."
147,Reliquary Legplates,Lower Armor,armor,heavy,lower_armor,warrior,"Time slides off it, unwilling to leave a mark.",84,74,94,94,"reliquary legplates (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; refined proportions with clean bevels and disciplined hang points; material: polished tempered steel with soft silver-grey sheen and precise grind lines; craftsmanship: masterful, symmetrical paneling; details: engraved reliquary seal-sigils near the upper thigh plates with thin channels descending from them; arcane glow clearly visible as bright silver-white filaments contained strictly within the sigils and channels only, no spill or bloom; dark leather straps, minimal blackened hardware; magic: restrained but clearly visible arcane binding bound into the sigils; isolated item."
148,Crestfall Faulds,Lower Armor,armor,heavy,lower_armor,warrior,The lines descend in order and the light stays where it was told.,88,78,98,98,"crestfall faulds (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; refined proportions with clean bevels and disciplined hang points; material: polished tempered steel with soft silver-grey sheen and precise grind lines; craftsmanship: masterwork, symmetrical paneling; details: crestfall seal-sigils near the upper thigh plates with thin channels descending from them; arcane glow clearly visible as bright silver-white filaments contained strictly within the sigils and channels only, no spill or bloom; dark leather straps, minimal blackened hardware; magic: clearly visible arcane binding bound into the sigils; isolated item."
149,Umbracant Faulds,Lower Armor,armor,heavy,lower_armor,warrior,Light runs the channels and never strays.,92,82,102,100,"umbracant faulds (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; mythic symmetry with hard-edged plates and disciplined hang points; material: abyss-dark tempered steel with cold silver-grey edge bands and precise grind lines; craftsmanship: peak masterwork paneling; details: sealed sigils near the upper thigh plates with canticle script channels descending in straight order; arcane: bright silver-white filaments clearly visible inside sigils and channels only, no spill or bloom beyond engraving; dark leather straps, minimal blackened hardware; magic: apex umbral ward-song bound into sigils, contained; isolated item."
150,Imperial Faulds,Lower Armor,armor,heavy,lower_armor,warrior,"The Empire writes downward, plate by plate.",96,86,106,100,"imperial faulds (waist-down set); include hip fauld/pelvis plate and both legs (thigh plates, knee cops, shin plates), exclude boots; imposing symmetry with disciplined hang points and fluted thigh plates; material: masterwork imperial steel with brilliant silver sheen and clean grind lines; craftsmanship: supreme court armory forging; details: laurel filigree in restrained gold inlay along hip band and knee angles; wheel-sigil cores set near the hip band feed straight channels down the thighs; arcane: clearly visible golden-white filaments run within the engraved channels and sigils only, no spill or bloom; dark leather straps, blackened hardware; magic: powerful imperial enchantment woven into channels, contained; isolated item."
151,Makeshift Boots,Boots,armor,heavy,boots,warrior,"Wet leather hardens overnight, cracks by morning, and the road keeps charging interest.",0,0,10,10,"makeshift boots (pair); cracked dark brown leather boots with thin riveted toe caps and heel plates, worn soles; dented metal edges, stretched straps, grime; material: dull iron and low steel, matte grey; craftsmanship: camp-forged salvage, mismatched plates and quick repairs; magic: none; isolated item, no glow."
152,Worn Shinboots,Boots,armor,heavy,boots,warrior,"Stiff leather cracks at the ankle, and rivets chew the cuff unless you wrap it twice.",4,0,14,14,"worn shinboots (pair); dark brown leather boots with shin wraps and crude lacing; thin steel toe caps and heel plates, worn tread; ankle leather cracked, rivets dulled; matte grey steel with scuffs and small dents, grime at seams; utilitarian issue make; magic: none; isolated item, no glow."
153,Rainworn Treads,Boots,armor,heavy,boots,warrior,"The metal leaves orange streaks on stone, and the boots drink water until they feel twice their weight.",8,0,18,18,"rainworn treads (pair); heavy leather boots with thin steel toe caps and heel plates; rain-soaked leather darkened, cracked at the ankle, worn tread and peeling sole edges; pitted metal with rust halos at rivets, orange streak staining, grime in seams; matte cold grey steel, scuffed; utilitarian issue make; magic: none; isolated item, no glow."
154,Roadworn Boots,Boots,armor,heavy,boots,warrior,"New laces, worn soles.",12,2,22,22,"roadworn boots (pair); mismatched leather panels stitched together, new laces, patched sole edges and worn tread; small toe caps and heel plates with scuffs and shallow dents, grime in seams; travel wear and quick repairs, no ornament; magic: none; isolated item, no glow."
155,Service Boots,Boots,armor,heavy,boots,warrior,"A better stitch along the ankle keeps the water out longer, and longer is sometimes enough.",16,6,26,26,"service boots (pair); heavy leather boots with reinforced ankle stitching and firmer tread; thin steel toe caps and heel plates seated straighter, rivets tightened; matte cold grey steel scuffed with small dents, leather dark and oiled with controlled wear; craftsmanship: consistent issue make, practical durability, no ornament; magic: none; isolated item, no glow."
156,Patrol Sabatons,Boots,armor,heavy,boots,warrior,"Toes stop bruising.",20,10,30,30,"patrol sabatons (pair); armored toe and guarded heel over heavy leather boots; modest shin plate rise, reinforced ankle stitching; restrained crimson accent: a narrow ankle wrap under the plate edge; matte steel with deep scratches and edge nicks, leather dark and oiled; craftsmanship: practical armory issue; magic: none; isolated item, no glow."
157,Garrison Sabatons,Boots,armor,heavy,boots,warrior,"A firmer heel keeps the ankle honest.",24,14,34,34,"garrison sabatons (pair); armored toe and reinforced heel with cleaner plate fit; reinforced ankle straps and stable sole; matte steel with controlled scuffs, toe cap stays set; restrained dark olive accent: muted ankle wrap and strap tabs; consistent garrison issue, minimal ornament; magic: none; isolated item, no glow."
158,Tower Sabatons,Boots,armor,heavy,boots,warrior,"A dry stitch at the ankle buys you hours in rain, and hours change plans.",28,18,38,38,"tower sabatons (pair); armored toe and reinforced heel with cleaner plate fit; reinforced ankle stitching and a firm heel that bites stone; matte steel with controlled scuffs, toe cap stays set; dark leather boots oiled, minimal grime; utilitarian tower issue, no ornament; magic: none; isolated item, no glow."
159,Rampart Sabatons,Boots,armor,heavy,boots,warrior,"The toe cap stays set, even after a bad kick.",32,22,42,42,"rampart sabatons (pair); armored toe and reinforced heel over heavy boots, firm ankle support; black-tinted steel plates (darkened, oiled) with edge wear and deep scratches, toe cap seated straight; dark leather boots, controlled wear; utilitarian issue make, no ornament; magic: none; isolated item, no glow."
160,Stoneguard Sabatons,Boots,armor,heavy,boots,warrior,"Stone sounds different now.",36,26,46,46,"stoneguard sabatons (pair); armored toe and reinforced heel with thicker plate fit, solid ankle support; stoneguard grey tint (cool slate-grey), matte oiled steel with blunt bevels; deep scratches and edge nicks from stone steps, controlled grime in seams; dark leather boots; no ornament; magic: none; isolated item, no glow."
161,Valenmark Greaves,Boots,armor,heavy,boots,warrior,"The heel holds its line under weight.",40,30,50,50,"valenmark-forged greaves (pair); heavy boot greaves with thick toe plates and reinforced heel; material: tempered steel, cool grey satin polish; craftsmanship: clean bevels and tight rivet work; details: deep nicks and scuffs kept to high edges, firm ankle support, grime minimal; magic: none; isolated item, no glow."
162,Blackridge Sabatons,Boots,armor,heavy,boots,warrior,"Wet stone loses its confidence, and you stop watching your feet like a superstition.",44,34,54,54,"blackridge sabatons (pair); armored toe and reinforced heel with firm ankle support; black-tinted steel (darkened, oiled) matte finish with deep scratches and controlled edge wear; restrained black accents: dark straps, blackened rivets, muted leather; no ornament; magic: none; isolated item, no glow."
163,Cairn Sabatons,Boots,armor,heavy,boots,warrior,"The left heel was patched once, and never forgiven.",48,38,58,58,"cairn sabatons (pair); layered shin plates and reinforced heel, thick toe cap geometry; stone-grey steel tint, matte oiled finish with controlled scuffs and deep nicks; restrained ornament: narrow cairn band engraved on toe cap and heel plate edges, dark inlay fill, no glow; dark leather boots, patched heel detail implied; magic: none; isolated item, no glow."
164,Greyseal Greaves,Boots,armor,heavy,boots,warrior,"Steps land steadier.",52,42,62,62,"greyseal greaves (pair); interlocking shin plates and reinforced heel/toe, firm ankle support; cool steel with matte-oiled finish, controlled scuffs and edge nicks; engraved seal lines inside grooves filled with muted ink-blue inlay and restrained crimson accents, no glow; dark leather boots, grime minimal; magic: none; isolated item, no glow."
165,Ashenward Sabatons,Boots,armor,heavy,boots,warrior,"Cinder grit lives in the tread.",56,46,66,66,"ashenward sabatons (pair); banded plates with protected ankle joint, reinforced heel and toe; ash-grey steel tint, matte oiled finish with soot staining and cinder grit in seams; restrained ornament: thin ward-sigil line on toe cap edge with muted ink-blue fill and tiny restrained crimson accents, no glow; dark leather boots; magic: none; isolated item, no glow."
166,Wardenlight Sabatons,Boots,armor,heavy,boots,warrior,"Bright caps, hard steps.",60,50,70,70,"wardenlight sabatons (pair); armored toe and reinforced heel with firm ankle support; decoration: brass toe cap edge and small gilt rivets, sun-yellow stitch line along ankle; arcane: faint warm-yellow luminous trace contained only inside a thin engraved line on the toe edge, no spill; cool steel satin polish with controlled scuffs; magic restrained; isolated item, no glow outside grooves."
167,Dreadmere Marchboots,Boots,armor,heavy,boots,warrior,"The tread comes back heavy.",64,54,74,74,"dreadmere marchboots (pair); armored toe and heel with protected ankle joint, hard-edged plates; dark steel with blackened accents, damp-dark sheen, roughened surface, heavy rivets; decoration: subtle short blunt studs on heel plate edge, no ornament; arcane: none; controlled scuffs and grime in seams; isolated item, no glow."
168,Highguard Warboots,Boots,armor,heavy,boots,warrior,"Steps land with intent.",68,58,78,78,"highguard warboots (pair); armored toe and reinforced heel with firm ankle support, hard-edged plates; material: tempered steel with cool satin sheen; details: precise severe engraving along toe edge and shin plate seams, blackened rivets, dark leather boots; arcane: pale threadlines contained within a thin engraved line only, faint but active, no spill; controlled wear; isolated item."
169,Stormvale Sabatons,Boots,armor,heavy,boots,warrior,"On stone steps the sound is clean and final, like a door closing before the storm hits.",72,62,82,82,"stormvale sabatons (pair); tall severe silhouette with reinforced heel and toe, firm ankle support; material: storm-forged tempered steel, cool bluish-grey satin sheen with lightning-like grain lines; details: etched channel-lines along toe edge and shin seams with faint pale-blue filaments trapped inside grooves only, no spill; blackened rivets, dark leather boots, controlled scuffing; magic: subtle storm-aspected enchantment, dormant until impact; isolated item."
170,Galeiron Marchboots,Boots,armor,heavy,boots,warrior,The tread comes back heavy.,76,66,86,86,"galeiron marchboots (pair); hard-edged sabatons with reinforced toe and heel, firm ankle support; material: high-quality tempered steel with cool bluish-grey satin sheen and faint wind-chased grain lines; details: wind-knot chevron engraving on toe caps with blackened inlay, blackened rivets, dark leather boots, controlled scuffing; arcane: very thin pale-blue filament lines contained inside engraved grooves only, no spill; magic: subtle gale-aspected enchantment, dormant until impact; isolated item."
171,Silvermark Sabatons,Boots,armor,heavy,boots,warrior,"The sigils face down, toward roads and consequences.",80,70,90,90,"silvermark sabatons (pair); elegant sabatons with refined toe plates and firm ankle support; material: polished tempered steel with soft silver-grey sheen and clean grind lines; craftsmanship: masterful, balanced and exact; details: small engraved silver sigil near the toe cap on each boot, faint contained arcane glow held within a thin engraved channel line only, no spill; dark leather boots, minimal blackened rivets; magic: restrained arcane enchantment bound into the sigils; isolated item."
172,Reliquary Sabatons,Boots,armor,heavy,boots,warrior,"Every step feels counted, not loud.",84,74,94,94,"reliquary sabatons (pair); elegant sabatons with refined toe plates and firm ankle support; material: polished tempered steel with soft silver-grey sheen and clean grind lines; craftsmanship: masterful, balanced and exact; details: engraved reliquary seal-sigil near each toe cap, arcane glow clearly visible as bright silver-white filaments held within a thin toe-channel and within the sigil only, no spill/bloom beyond engraving; dark leather boots, minimal blackened rivets; magic: restrained but clearly visible arcane enchantment bound into the sigils; isolated item."
173,Crestfall Treads,Boots,armor,heavy,boots,warrior,The soles carry a pale certainty and the dust yields without argument.,88,78,98,98,"crestfall treads (pair); elegant sabatons with refined toe plates and firm ankle support; material: polished tempered steel with soft silver-grey sheen and clean grind lines; craftsmanship: masterwork, balanced and exact; details: engraved crestfall seal-sigils near each toe cap; arcane glow clearly visible as bright silver-white filaments held within a thin toe-channel and within the sigil only, no spill/bloom beyond engraving; dark leather boots, minimal blackened rivets; magic: clearly visible arcane enchantment bound into the sigils; isolated item."
174,Umbracant Sabatons,Boots,armor,heavy,boots,warrior,Each step refuses to ask permission.,92,82,102,100,"umbracant sabatons (pair); mythic sabatons with refined toe plates and severe ankle lines; material: abyss-dark tempered steel with cold silver-grey edge bands and clean grind lines; craftsmanship: peak masterwork balance and exactness; details: sealed sigil near each toe cap with a thin toe-channel of canticle script; arcane: bright silver-white filaments held within sigils and toe-channels only, clearly visible, no spill/bloom beyond engraving; dark leather boots, minimal blackened rivets; magic: apex umbral binding contained in the sigils, disciplined; isolated item."
175,Imperial Sabatons,Boots,armor,heavy,boots,warrior,Each step is proclamation.,96,86,106,100,"imperial sabatons (pair); imposing sabatons with reinforced toe and heel, severe ankle lines; material: masterwork imperial steel with brilliant silver sheen and clean grind lines; craftsmanship: supreme court smithing; details: restrained laurel filigree in gold inlay on toe caps; wheel-sigil cores set near each toe; arcane: clearly visible golden-white filaments seated inside thin toe-channels and sigils only, no spill or bloom; dark leather boots, blackened rivets; magic: powerful imperial binding, disciplined containment; isolated item."
